OutbreakDeme,SurvivalProbability
1,0.10138986101389862
2,0.19168083191680832
3,0.12338766123387661
4,0.16268373162683733
5,0.15398460153984603
6,0.14158584141585842
7,0.1790820917908209
8,0.1518848115188481
9,0.15648435156484353
10,0.23497650234976503
11,0.25237476252374763
12,0.09559044095590441
13,0.22367763223677634
14,0.1344865513448655
15,0.16268373162683733
16,0.13838616138386162
17,0.15508449155084492
18,0.10798920107989202
19,0.141985801419858
20,0.1116888311168883
