x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,population_sizes
0.0,0.0005806082356047729,0.00044232488396710553,0.0001387272471132439,5.041222923930327e-6,0.0003328714358876809,2.3448866212488835e-6,0.00010738746062392033,0.00011224220977793158,1.0364945349923965e-5,0.0019319762235897435,0.0013042717449106447,0.000961775256103679,7.902674555872951e-5,0.0005393656564479959,9.034140071774068e-8,0.0009881714612078036,0.0002736287533799534,0.00016086986792567895,0.00028984319578556335,0.00016033576982990772,0.0005777880322802198,0.0009449595297828429,0.00012231269603237227,0.0011984832577564104,0.00023431837379765116,0.00015669937280592233,0.0004882235754070837,9.011275603617542e-8,0.0005540071350760907,1073000
0.002679083764248333,0.0,7.404517095301563e-6,2.6504462301153056e-6,1.7195766686056689e-6,0.00036606152035381396,5.589453711599713e-7,6.511977414642821e-7,2.1555864214355735e-6,0.006583772853488152,0.0010323076923076922,0.0004643231109253951,0.0008793925048494983,9.836024869754472e-5,6.661367114187115e-6,2.4946482116814898e-8,0.0010681831845372291,4.239651357808858e-6,0.00024082850041673442,2.2432131705629924e-6,0.0010349552744054339,0.0003366365777080063,0.0002585567125032436,1.4602894973369795e-6,0.0005609358974358974,8.184417145903159e-6,2.7439891290337976e-6,0.0021794059458713007,0.0,1.1827096922185234e-5,4661000
0.0034133334230052334,1.1783942686861518e-5,0.0,0.0005425381105727612,0.0008965100520430641,0.000354341931801554,0.0004549727730401726,0.00010899552890966365,0.0004968885788316746,1.804525972864656e-6,0.0025403116113846156,0.0003237484448076661,0.0010854249333612038,1.939874884887438e-6,0.0012057666410655577,5.071429071670047e-7,0.0035172355835362368,0.00015393939393939393,4.014432140693608e-6,0.0009917330235701019,0.00010237384981174439,0.0005076536981554159,0.00018501787110922639,0.0006844440739890383,0.0008259551282051281,0.0003292585174891232,0.00031890230020123093,1.1651801231378598e-5,2.5498731911898203e-6,0.0022358745908260015,8484000
0.0016086637034912897,5.714656204099483e-6,0.0008037731657781163,0.0,8.9027607262688e-6,0.000169828507045551,1.1022465584174377e-5,8.964029689818108e-6,0.004081875702418686,1.4579695204188318e-6,0.0022695470690256413,1.2757345398415476e-5,0.0009370064051003346,1.3406270146398693e-6,0.0007393422456400096,1.4848275705518283e-7,0.00032218114046953433,0.00013336829836829836,8.829687754106357e-5,0.00032962915519118684,3.277181319019179e-6,0.00042561213779434854,5.171616097042118e-6,9.067601829211122e-6,0.00037966666666666666,9.211715692412146e-6,6.160293996948489e-6,4.550693610138934e-6,3.479503277512202e-9,0.001596250528586078,12442373
4.5752290949171987e-5,3.5499206526744018e-6,0.0011842314039096217,9.341514587506122e-6,0.0,0.00016122093618764724,0.00019677702344916977,0.0021998450360735697,4.788235518853407e-5,6.989808054904321e-7,0.0018121484403076922,7.656324935350856e-6,0.00028413879598662207,3.3048675671631636e-7,0.0,3.651572474749051e-7,0.0017872065410166232,3.2250370163170165e-6,1.0757828662180843e-6,0.0007528267071350797,9.62216434053771e-5,4.705258021585558e-6,4.944860483793086e-6,8.010691181647307e-5,9.854541017307693e-6,0.001568364781624386,0.0001502144504340418,5.7481088654535865e-6,0.0005355693583295893,0.0010772648912138866,10546000
0.0032160827706287187,0.0007833487583549254,0.0005005779282042215,0.00014342892258945733,0.00016126420516710674,0.0,2.799568853978139e-6,6.553471120058938e-6,0.0001579155492074295,8.717593828412116e-6,0.0017803700005128208,0.001259515823008601,0.0016900846322742474,9.303485600557708e-5,0.0004136328427028675,4.017483900192438e-8,0.0011366412688249615,0.0003757389663461538,0.0002637349704931696,0.00029244342338756164,0.0004006278606025441,0.0006525155794544741,0.0009805714650314322,6.3047832937158034e-6,0.0013677992136538462,0.000325990944349074,0.0001958579775653266,0.000592626877430255,6.489169547105874e-8,0.0007203025626783378,10514000
2.0817772912036704e-5,1.0366262192414966e-6,0.0005219530881659595,6.951101741357784e-7,0.0001813192023224263,2.043067891346337e-6,0.0,2.2996960154963923e-5,1.1839244489885283e-6,0.0,0.0008294395878871795,3.625712936053994e-6,5.908281204180601e-6,2.562472090729783e-7,0.0005855201501774478,2.0261268897383886e-7,0.0011008768323714192,2.4892633480477854e-6,7.251821185050415e-7,0.0006603328396528533,2.7476130938566228e-6,3.1749156234301414e-6,2.7695972219118467e-6,7.746332958086922e-5,3.0563196305128206e-6,4.3488923403907464e-5,2.4059576093183118e-5,3.7568164807351325e-6,1.2569213963990729e-6,0.0016380446034954229,9733000
0.0007576170334791024,8.263667554833067e-7,9.725320059478476e-5,5.45375908212389e-6,0.0015781320661132912,3.262420520990328e-6,1.7886262033604942e-5,0.0,4.868320751438832e-6,1.0996143351603092e-8,2.4617937664615384e-5,4.41458008344519e-6,1.0815588032608697e-5,1.2261563855675711e-7,0.0006274086089398856,4.899673364591459e-7,0.00013935732106892717,2.7172768528554776e-6,2.920152352516669e-7,0.0002551207327227311,1.7643768557526756e-6,4.101187507064365e-6,1.9611994296620154e-6,9.067601829211122e-6,6.283357341282051e-6,0.00214578280970417,0.0008623918567588607,2.111207173523857e-6,2.0001742763158607e-5,0.00024172958031149687,7570000
0.0016461280238009893,5.767833487366528e-6,0.0008977225187003589,0.005279180945751944,7.622284788983063e-5,0.00025214732005677414,1.071689012755969e-5,1.0801137950411545e-5,0.0,2.565375858731466e-6,0.0024258472024615385,0.00023489886715706077,0.0009525608179765887,1.7593609785417942e-6,0.0007930419778353545,3.175836126228741e-7,0.00033997655334114886,0.00013318473193473193,5.223657419499105e-5,0.0003436559277525139,4.216223285202541e-6,0.00043202808063186814,5.171616097042118e-6,9.067601829211122e-6,0.0005524999999999999,7.783477297292388e-5,9.645036794406661e-5,5.627231703597739e-6,8.357088059237266e-7,0.001123510135536797,16787941
2.35718181500466e-5,0.0032770700707177394,6.513016382874552e-7,4.0001778159136585e-7,1.8276940874411004e-7,2.042378210005707e-6,2.1981762617660776e-9,3.9929967322934665e-9,5.968017077991143e-7,0.0,2.3536260883076923e-6,2.184705416384557e-6,0.00037707399238294314,5.059794195232265e-7,9.509965810544537e-7,0.0,3.7942242888598312e-6,3.3022218321678324e-7,0.00010859692632948447,2.299965619611862e-7,0.0008092807185720323,0.0002007448807299843,3.6944975169262634e-6,4.2952518257964413e-7,3.3531904890384613e-6,1.4576557284712571e-6,5.133282945774151e-7,0.002660820884880528,0.0,1.6110521912525264e-6,2428000
