AntigenicVariance,Survival
0.13680218251583445,false
0.1350550695039155,true
0.1282175664262126,false
0.12985189783262668,false
0.13262896288097872,false
0.1297842931408104,false
0.12999202161924844,false
0.1363196302439375,false
0.131252558666439,true
0.1369912862076265,false
0.1411062292047698,false
0.12716118202297672,false
0.12748745683849924,false
0.12972634650844075,false
0.1274392638597544,false
0.12838752326035194,true
0.12906080707442738,false
0.12811747435062712,false
0.13301265169928556,false
0.13350327696262887,false
0.12324268078824428,false
0.1264434549047443,false
0.12564783143122113,false
0.13414066877224237,false
0.12655195411544926,true
0.12610288597157918,false
0.12532565118303096,false
0.13544910499260912,true
0.12608024462193884,false
0.13911578140732994,false
0.12193987152988722,false
0.13044059993378826,false
0.14072388295003044,false
0.13187806360429405,false
0.12461942447516546,false
0.1257684649171347,false
0.12512789131809704,false
0.12477873271058923,false
0.1351800265565127,false
0.13404327168777072,false
0.1319480053165703,false
0.12042062090188016,false
0.13155322966923344,false
0.13306261746614081,false
0.1426234279713511,false
0.13404330941382123,false
0.12858785284958552,false
0.13192384957220235,false
0.13902755236714026,false
0.13236598768100835,false
0.13023941582428242,true
0.1351585217992699,false
0.1357937211760889,false
0.13414609839073346,false
0.13216144433356797,false
0.13084032921724367,false
0.13267172462971716,false
0.12979232871484025,false
0.13827314408844876,false
0.13539055890332924,false
0.126728371198745,false
0.13859999212470045,false
0.13165698187949954,false
0.13011722900566103,true
0.13672197650789125,false
0.1314394367956244,false
0.1268504225927008,false
0.1367833635117093,false
0.13323230275435227,false
0.13070264702343795,false
0.13046315733470432,false
0.12767269243986767,false
0.13424523793296758,false
0.13817065453919125,false
0.12889609932142082,false
0.1414002741887357,false
0.12523246333299404,false
0.12987585659595607,false
0.13005510631963674,false
0.13014479356085262,false
0.13886507926182545,false
0.12640924014073418,false
0.1318679539718602,false
0.13132293832792613,false
0.12996226404556657,false
0.1312014783587799,false
0.13682842522735644,false
0.12750645674584216,false
0.12833324415457084,false
0.1293594404765498,false
