MigrationRate,SurvivalProbability
0.0,0.10918908109189081
1.0e-7,0.11428857114288571
5.27499706370263e-7,0.1454854514548545
2.782559402207126e-6,0.23937606239376064
1.4677992676220675e-5,0.3143685631436856
7.742636826811262e-5,0.3200679932006799
0.00040842386526745257,0.3187681231876812
0.002154434690031882,0.28927107289271076
0.011364636663857255,0.24437556244375563
0.059948425031894056,0.21437856214378562
0.31622776601683794,0.2770722927707229
0.0,0.22667733226677333
