PeakTimeDifference
9
13
9
8
10
11
11
11
15
7
12
12
7
9
14
8
15
12
11
11
13
11
10
10
13
8
15
9
9
11
7
11
6
11
10
11
11
12
9
10
13
9
14
10
10
10
9
6
10
9
10
12
9
17
12
11
15
9
9
13
9
13
13
12
14
8
14
15
9
13
12
8
10
10
13
10
11
11
11
9
13
10
9
4
11
10
14
10
11
10
11
9
17
10
11
11
10
11
14
13
9
4
12
15
7
11
12
15
9
12
10
10
11
13
14
8
9
11
12
9
12
12
11
11
11
14
9
10
11
11
10
10
13
11
13
14
11
11
6
8
12
12
9
13
9
10
14
11
11
13
11
9
12
9
11
11
12
11
12
8
15
10
10
13
11
13
12
11
11
7
10
15
10
15
8
11
13
14
10
9
8
9
8
10
12
12
14
11
9
9
11
10
11
10
10
12
9
10
8
13
10
11
12
8
8
11
11
13
10
9
8
7
9
10
8
10
12
9
8
18
9
8
11
10
8
10
10
13
11
11
9
11
9
14
8
12
8
11
12
16
11
12
11
12
12
8
8
8
10
10
10
8
13
11
15
12
14
10
10
9
11
9
16
16
8
15
13
19
14
11
7
10
10
12
12
13
11
12
13
15
14
13
12
9
12
9
7
12
10
10
11
10
9
9
17
10
12
10
9
8
8
9
14
9
10
12
12
12
9
8
12
10
9
8
16
8
11
12
10
10
10
11
10
13
10
12
9
11
11
8
13
13
11
8
13
12
12
10
11
11
8
12
8
8
11
11
10
7
10
11
9
13
10
11
12
10
6
11
10
11
10
8
11
9
10
18
12
10
13
11
9
10
9
10
11
12
13
15
12
9
10
16
11
11
15
17
12
11
11
10
12
12
8
10
14
10
12
10
11
11
9
9
13
12
15
12
10
10
9
11
9
10
10
12
10
10
11
14
11
11
12
9
9
9
13
15
14
10
8
14
12
9
10
10
11
13
9
9
14
11
9
11
9
10
11
15
11
9
13
9
7
12
12
8
13
9
10
17
14
12
12
12
7
10
14
9
9
11
10
10
10
9
11
14
11
11
8
10
8
11
10
12
12
9
10
10
11
12
12
12
8
13
10
13
15
8
11
8
15
12
12
10
9
11
11
10
11
8
14
11
15
10
9
10
8
11
13
15
10
10
14
10
11
14
11
8
9
10
15
9
9
13
12
12
11
16
8
8
11
9
11
9
8
12
9
10
11
11
13
8
8
12
11
13
8
11
10
9
8
8
9
9
10
8
11
9
12
11
16
8
9
9
10
10
10
9
13
13
11
11
19
14
11
17
12
10
14
10
11
10
8
10
8
10
13
11
12
10
10
12
11
10
10
10
16
11
13
12
8
10
12
9
10
11
10
13
10
10
10
10
12
13
12
11
11
10
9
8
13
8
13
11
7
10
10
9
13
10
15
15
15
12
12
11
9
11
15
10
12
12
11
10
11
9
16
10
10
13
11
10
13
13
10
11
10
10
10
17
9
12
16
12
10
7
17
9
14
11
10
10
13
10
13
11
13
10
8
9
8
11
10
7
14
9
10
12
8
8
11
13
13
12
10
10
11
9
11
12
10
10
9
10
8
10
12
10
13
11
12
8
13
12
12
10
11
12
11
16
10
12
13
7
11
11
12
10
12
12
10
9
13
12
12
10
18
14
9
11
9
13
18
6
11
10
10
4
10
22
11
11
12
11
12
9
10
11
13
10
10
11
12
15
12
10
9
12
12
11
11
11
10
10
9
10
9
9
13
13
8
10
11
11
10
12
9
10
10
8
12
9
14
10
11
10
13
8
17
10
12
12
13
14
10
9
9
11
10
12
11
11
8
13
12
10
10
8
11
11
8
11
11
9
9
10
10
9
10
13
15
13
10
15
10
13
15
10
10
10
11
8
20
12
10
11
10
9
10
15
10
12
8
8
11
9
10
10
9
8
15
8
10
11
10
8
15
10
10
11
9
11
9
10
11
12
10
11
11
7
8
9
14
13
3
9
11
13
10
12
15
12
7
13
7
9
11
11
10
11
10
11
8
18
11
13
11
12
12
11
8
9
9
12
11
12
13
13
15
7
10
11
10
7
11
10
12
10
10
10
10
12
12
9
10
11
13
12
13
11
8
7
8
12
10
9
12
14
7
9
11
11
12
11
13
9
14
10
10
12
10
10
11
10
12
12
10
9
10
11
10
9
10
13
10
14
10
8
9
11
10
11
10
10
12
12
12
10
13
8
11
15
10
10
9
10
8
10
14
14
11
11
9
11
12
11
8
11
9
10
8
10
14
13
9
11
15
8
10
12
9
8
8
9
10
11
12
10
13
14
10
9
11
11
16
13
14
8
11
9
12
15
16
10
12
10
11
11
12
12
9
10
11
12
11
15
12
8
9
9
10
11
9
11
12
11
7
15
