PeakTimeDifference
17.5
14.5
11.0
13.5
13.5
11.5
10.5
10.0
11.0
10.0
9.0
14.0
12.0
11.0
11.5
11.0
11.5
13.5
13.5
11.0
14.0
16.5
13.5
12.5
11.0
12.5
10.5
10.0
12.5
