MigrationRate,SurvivalProbability
0.0,0.10918908109189081
1.0e-7,0.11408859114088592
5.27499706370263e-7,0.142985701429857
2.782559402207126e-6,0.23797620237976203
1.4677992676220675e-5,0.31256874312568744
7.742636826811262e-5,0.32096790320967905
0.00040842386526745257,0.3164683531646835
0.002154434690031882,0.28927107289271076
0.011364636663857255,0.26417358264173585
0.059948425031894056,0.23267673232676733
0.31622776601683794,0.22377762223777622
0.0,0.22667733226677333
