time,FST,FST_error
0.0,NaN,NaN
0.05,0.9999999499999973,2.708616736419718e-15
0.1,0.9999999499999973,2.7004406776649465e-15
0.15,0.9999999499999973,2.7035353717996633e-15
0.2,0.9999977146839,3.161214341070875e-5
0.25,0.9999990795831166,1.2309553575639852e-5
0.3,0.9999999496744872,4.603407888538429e-9
0.35,0.9999999499999973,2.7245315385746674e-15
0.4,0.9999999499999973,2.7150919498389554e-15
0.45,0.9999999499999973,2.711953345066685e-15
0.5,0.9999999499999973,2.7131635645683363e-15
0.55,0.9999999499999973,2.710902527925447e-15
0.6,0.9999999499999973,2.7215631366556792e-15
0.65,0.9999993948921916,7.850409874392969e-6
0.7,0.9999999499999973,2.697709818193762e-15
0.75,0.9999999499999973,2.7180902069056212e-15
0.8,0.9999999499999973,2.700234238614968e-15
0.85,0.9999999499999973,2.7373687307908752e-15
0.9,0.9999999499999973,2.7132891224695603e-15
0.95,0.9999999499999973,2.718830711442624e-15
1.0,0.9999999499999973,2.695780487104871e-15
1.05,0.9999999499999973,2.719274917371913e-15
1.1,0.9999999492124607,1.1137450150828396e-8
1.15,0.9999999484218723,2.2318057698248126e-8
1.2,0.9999999423963705,1.0753152284431913e-7
1.25,0.9999999346465799,2.171301108183104e-7
1.3,0.9999999031743184,6.571911747477663e-7
1.35,0.9999995852141668,5.158312356567057e-6
1.4,0.9999997261832427,2.9924335057571333e-6
1.45,0.9999998115798695,1.9575562192880986e-6
1.5,0.9999995376057563,5.832135286670305e-6
1.55,0.9999998187192787,1.856589726468412e-6
1.6,0.9999997995464882,2.1277339298903626e-6
1.65,0.9999996738661793,2.9644302377385287e-6
1.7,0.9999996721768355,2.9937358762688503e-6
1.75,0.9999998168987017,1.6518685745663183e-6
1.8,0.9999998113504143,1.4947796530581258e-6
1.85,0.9999998294791829,1.430080229840498e-6
1.9,0.9999998951119978,7.762335325744379e-7
1.95,0.9999998983706103,7.000619807769916e-7
2.0,0.9999997887019445,1.8024317015148785e-6
2.05,0.9999994515748878,3.921654192807524e-6
2.1,0.999998509211789,9.75736960750303e-6
2.15,0.9999987034695175,9.213402033090332e-6
2.2,0.9999982362601277,1.276074692098734e-5
2.25,0.9999985314790781,1.304954233747403e-5
2.3,0.999998304282973,1.5265741752716626e-5
2.35,0.9999987950132373,8.70091285667658e-6
2.4,0.9999991255661367,6.745248825821615e-6
2.45,0.9999988644479294,7.473147753066389e-6
2.5,0.9999985970592141,9.480807837462407e-6
2.55,0.9999983576658983,1.1890428461749815e-5
2.6,0.9999984327492177,1.0655335263919281e-5
2.65,0.999997546031026,1.4779867452097417e-5
2.7,0.9999960634731605,2.777292482474472e-5
2.75,0.999995602510506,3.114310425953016e-5
2.8,0.9999947544585569,4.5356944325645015e-5
2.85,0.9999946584773974,4.82139551727723e-5
2.9,0.9999936753865125,5.350744217492901e-5
2.95,0.9999939809447125,5.0892294512157154e-5
3.0,0.999993251960401,5.374005316193552e-5
3.05,0.9999933121010561,5.822158857318416e-5
3.1,0.9999935583349349,5.897041997535084e-5
3.15,0.9999932688260403,6.432946706740449e-5
3.2,0.9999930806259664,6.831143096861129e-5
3.25,0.9999920294208912,7.709398074844445e-5
3.3,0.9999924387663276,7.378090597749555e-5
3.35,0.9999927794045597,6.844806900620093e-5
3.4,0.9999930184427025,6.62799054139421e-5
3.45,0.9999937468169258,5.8691573439270946e-5
3.5,0.9999943940312044,5.038608696570428e-5
3.55,0.9999934815677163,6.080183935114368e-5
3.6,0.9999933364557083,6.296580612640232e-5
3.65,0.9999934970574408,6.0313525574902653e-5
3.7,0.9999929033931878,6.347903393630432e-5
3.75,0.9999941897205605,5.034605523357897e-5
3.8,0.9999951151271855,4.1156064050473865e-5
3.85,0.9999947037027238,4.661700108657182e-5
3.9,0.9999943322899841,5.198183201090724e-5
3.95,0.999994359965893,5.11281276449606e-5
4.0,0.9999944970201777,4.715783169930597e-5
4.05,0.999994718966107,4.5179259210710346e-5
4.1,0.9999947576446201,4.255909270195427e-5
4.15,0.9999945862238931,4.41206854488175e-5
4.2,0.9999951451156054,4.1298269714946825e-5
4.25,0.9999952956234844,4.245647869295923e-5
4.3,0.9999951250204444,4.520462451464199e-5
4.35,0.9999950643060669,4.485566501074869e-5
4.4,0.9999949869203646,4.417797528865198e-5
4.45,0.9999947060792437,4.7598449618962e-5
4.5,0.9999947178864368,4.6686356273101976e-5
4.55,0.999994760175983,4.412677933869194e-5
4.6,0.9999950809621808,3.967382767645008e-5
4.65,0.9999951425418567,4.027943064712291e-5
4.7,0.9999951540918611,3.8149575704608324e-5
4.75,0.9999953293573796,3.413033453609686e-5
4.8,0.9999952175331248,3.611736878198893e-5
4.85,0.999995362056615,3.4712930732797815e-5
4.9,0.9999952764708762,3.490280253797744e-5
4.95,0.9999952214557717,3.384282585144932e-5
5.0,0.9999952351264604,3.5554090182905664e-5
5.05,0.9999951088786075,3.575285153162547e-5
5.1,0.9999949571281683,3.74333183650676e-5
5.15,0.9999950506581421,3.759676997688181e-5
5.2,0.9999951562596245,3.662548597233583e-5
5.25,0.9999950633938421,3.5694288338304575e-5
5.3,0.9999950749706034,3.611259631924568e-5
5.35,0.9999951022544699,3.511040056321403e-5
5.4,0.9999950211083136,3.614487722732084e-5
5.45,0.9999948872399474,3.681402011521438e-5
5.5,0.9999948038404972,3.695834238825104e-5
5.55,0.9999947581268761,3.875894620826911e-5
5.6,0.9999948260020921,3.771410423733633e-5
5.65,0.9999947795812486,3.868930782102599e-5
5.7,0.9999946544502595,4.0039952966694394e-5
5.75,0.9999945005450386,4.193770261657295e-5
5.8,0.9999944885160097,4.210934280985898e-5
5.85,0.9999945207642407,4.205316234888433e-5
5.9,0.999994547362119,4.233379018367794e-5
5.95,0.9999944958813098,4.228263275858375e-5
6.0,0.9999944878261533,4.2316966945658437e-5
6.05,0.9999943541766051,4.3340698737157105e-5
6.1,0.9999942206242642,4.4621027062771564e-5
6.15,0.9999940272088516,4.531547238252283e-5
6.2,0.9999939569739799,4.536305100326816e-5
6.25,0.9999938369894129,4.557635510812292e-5
6.3,0.9999938962905095,4.617893291616772e-5
6.35,0.9999938169221043,4.6840217322426106e-5
6.4,0.9999937559777488,4.771011645927084e-5
6.45,0.9999935866672645,4.911254158878139e-5
6.5,0.999993433513571,5.06851418565103e-5
6.55,0.9999933481169744,5.162661694566123e-5
6.6,0.9999933216105288,5.16709648530785e-5
6.65,0.9999930274011483,5.417939381854018e-5
6.7,0.9999929385774357,5.476777480749288e-5
6.75,0.9999927301785856,5.6760930305925284e-5
6.8,0.9999925261405064,5.8521305331948036e-5
6.85,0.9999922143870567,6.0365259026481866e-5
6.9,0.9999918674388539,6.331191023914357e-5
6.95,0.999991606689476,6.501460546714433e-5
7.0,0.999991204311061,6.736276417930829e-5
7.05,0.9999908704284575,7.084725809293938e-5
7.1,0.9999906201416251,7.178261000486949e-5
7.15,0.99999018727863,7.510802993987595e-5
7.2,0.9999899354365098,7.762250436291234e-5
7.25,0.9999896566363476,8.050593782790973e-5
7.3,0.9999892625781125,8.34821505851738e-5
7.35,0.9999886816986536,8.702253285319718e-5
7.4,0.999988204927889,9.049292935602237e-5
7.45,0.9999876955078671,9.39276034925075e-5
7.5,0.9999871380461925,9.808658314800293e-5
7.55,0.999986519956435,0.00010213499211851627
7.6,0.9999856421922586,0.00010758393808201822
7.65,0.9999848205645278,0.0001127177992284222
7.7,0.9999839541510466,0.00011903113280032551
7.75,0.9999829697117328,0.0001267301814043337
7.8,0.9999819350307441,0.00013563970242336465
7.85,0.9999809355260441,0.0001432480946016769
7.9,0.9999797893276643,0.00015165782638595403
7.95,0.9999783239790848,0.00016185344464978357
8.0,0.9999770175038237,0.00017030283536562175
8.05,0.9999753256964076,0.0001832592990118821
8.1,0.9999734883089089,0.00019689836342336812
8.15,0.9999717754430725,0.00020928675717599138
8.2,0.9999695877936534,0.00022531396019286195
8.25,0.9999671699468141,0.00024320336140976032
8.3,0.9999650923278408,0.00025814852153063317
8.35,0.9999624443575946,0.0002784104764984809
8.4,0.9999595773096999,0.00029960993244800986
8.45,0.9999560849392333,0.0003247955998594718
8.5,0.9999522767906565,0.0003530311575630763
8.55,0.9999485178254008,0.0003813232279596166
8.6,0.9999443578390371,0.00041107725932786347
8.65,0.9999399089920383,0.00044464411342424017
8.7,0.9999348193279693,0.0004815437961037731
8.75,0.999929384937459,0.0005184664609469748
8.8,0.9999236281328181,0.0005601679981023012
8.85,0.9999169900627624,0.0006104480999803138
8.9,0.9999097794732553,0.0006601305638790378
8.95,0.9999021218861357,0.0007136931230843495
9.0,0.9998937363913605,0.0007708839400830111
9.05,0.999884120826341,0.000839246509959121
9.1,0.9998735283093569,0.0009175201347520567
9.15,0.9998621694936369,0.0009975543962848351
9.2,0.999850145202316,0.0010853535247116258
9.25,0.9998366294270482,0.001180332050301981
9.3,0.999821778376323,0.0012846947120642295
9.35,0.9998050325494415,0.0014023423065516233
9.4,0.9997877288154328,0.0015199267818794492
9.45,0.999768807709868,0.0016497256627797776
9.5,0.9997470322962922,0.0018093039981488242
9.55,0.9997255819904018,0.0019621494046361473
9.6,0.9997015050554257,0.002127603983508797
9.65,0.9996744132845969,0.0023138042210005274
9.7,0.9996454901220311,0.0025041993749313238
9.75,0.9996135911953564,0.002726291360428003
9.8,0.9995788796141114,0.0029589857682129073
9.85,0.9995411346774447,0.003213906978269434
9.9,0.9995009851744411,0.0034730427450509298
9.95,0.9994583453279575,0.0037432292767357457
10.0,0.999411001106921,0.004048935692947682
10.05,0.9993612634694238,0.004360560976978548
10.1,0.9993079699116599,0.004683092090909808
10.15,0.9992495986309997,0.005037351097052346
10.2,0.9991865744721907,0.005396458517363551
10.25,0.9991203717967074,0.0057657250932847985
10.3,0.9990496095781586,0.006155509615989429
10.35,0.9989745637919316,0.006556548373658015
10.4,0.9988943821577361,0.0069721019043926845
10.45,0.9988087759101301,0.007384035364652659
10.5,0.9987182968389203,0.00780611437544675
10.55,0.998622322994089,0.008244085839442684
10.6,0.9985224515276984,0.008667167385553046
10.65,0.998419355124727,0.009081578333121537
10.7,0.9983106988097792,0.009466828330224164
10.75,0.9981905179810522,0.00987902075107764
10.8,0.998067238418377,0.01024693953763063
10.85,0.9979369558440456,0.010611859642571239
10.9,0.9977988957465742,0.010957178325465581
10.95,0.9976560147481877,0.011255107548422169
11.0,0.9975037130885552,0.01155478406273825
11.05,0.9973404278109932,0.011820540098778434
11.1,0.9971771719891683,0.012057507364330353
11.15,0.9969934594396567,0.012283796823646088
11.2,0.9968005708158065,0.012477702580153262
11.25,0.996596658942791,0.012669432283469553
11.3,0.9963737987483086,0.012859390001117974
11.35,0.9961371500296233,0.013040542809700024
11.4,0.9958780149028764,0.013249043073549337
11.45,0.995602484630689,0.013455853491617993
11.5,0.9953121194439177,0.013673352935843269
11.55,0.9949922480477414,0.013957818427774202
11.6,0.9946571296775949,0.014260976080674686
11.65,0.9942949931521937,0.014614528014155543
11.7,0.9939060510107541,0.01504608201704226
11.75,0.9934966072702338,0.015550430200428345
11.8,0.9930442826315589,0.01615882253129691
11.85,0.9925599852552235,0.01685133941246473
11.9,0.9920445528199504,0.017630624552697097
11.95,0.9915024385703546,0.01849841579458901
12.0,0.9909262912782348,0.019452645036182162
12.05,0.9903153853221359,0.020489506858428177
12.1,0.9896731250986989,0.0216188810852257
12.15,0.9890136543283902,0.022764953957197406
12.2,0.9883253379330068,0.02396697861050425
12.25,0.9875995688033528,0.025241943111715966
12.3,0.9868417345476348,0.026539540333939803
12.35,0.9860733299692298,0.027828535884195926
12.4,0.985298002845784,0.029117839402818466
12.45,0.9844889161758885,0.030432172420817995
12.5,0.9836682528770118,0.03174710035056216
12.55,0.9828538317321049,0.03298814836831917
12.6,0.982029353301172,0.03420979471201056
12.65,0.9812204627483299,0.03533416456070466
12.7,0.980421977197611,0.036422993328480875
12.75,0.9796091907899575,0.037454400226507596
12.8,0.9788348031558862,0.03836756780933515
12.85,0.9780945270661594,0.039174414216030816
12.9,0.9774001460765729,0.03988472799309903
12.95,0.9767136595055587,0.04048400793092414
13.0,0.9760900728205617,0.040930494967829384
13.05,0.9755027095644978,0.041296256697240456
13.1,0.9749701863133228,0.04151492738634993
13.15,0.9744917530259289,0.041567434755545106
13.2,0.9740932263011091,0.04153664938308722
13.25,0.9737299909422993,0.041404286243441
13.3,0.9734394286683872,0.0411300942698212
13.35,0.9732271350596885,0.040721132341683966
13.4,0.9730719327891909,0.04027827815871818
13.45,0.972979781520523,0.039715393003176114
13.5,0.9729648540745227,0.03910416011911774
13.55,0.9729906328451091,0.03844375301914229
13.6,0.9731034794519481,0.03773756388219805
13.65,0.9732705793142731,0.03704284256318077
13.7,0.973500306763168,0.03629096425384879
13.75,0.9737878798614529,0.03553294220947974
13.8,0.9741064863312462,0.034803084816534935
13.85,0.9745167197836847,0.03406023735036072
13.9,0.9749618522935115,0.03335664043095804
13.95,0.9754347151708928,0.03272165782862386
14.0,0.9759721889981274,0.03207372532991941
14.05,0.9765508124774402,0.031466867575130834
14.1,0.977142978729175,0.030888805047120764
14.15,0.9777695991316403,0.03037397849229825
14.2,0.9784370624560657,0.0297938442438221
14.25,0.9791366619166877,0.02923122088114814
14.3,0.9798437938519,0.028688130065508487
14.35,0.9805498679891754,0.028178290479068235
14.4,0.9812680469710651,0.027634755359762873
14.45,0.9819976793163971,0.027040834423315552
14.5,0.9827276966421082,0.0264485525199697
14.55,0.9834678591323547,0.025765925184038467
14.6,0.9841938633095273,0.025099671960546664
14.65,0.9849301417108292,0.02435629363988657
14.7,0.9856685957150637,0.023594627239524983
14.75,0.9863986897404742,0.02275171910296559
14.8,0.9871017019906134,0.021950329288962876
14.85,0.9878057282782057,0.02103671836974354
14.9,0.9885080536471453,0.020086003545434633
14.95,0.9891677784976981,0.019173062058269148
15.0,0.9898165723226131,0.018180638243008276
15.05,0.9904534650609567,0.01720127316758793
15.1,0.9910680816414026,0.016196421280661802
15.15,0.9916398393204992,0.015274364294516177
15.2,0.9921926459072818,0.014365778299268033
15.25,0.9927123947564442,0.01348201133636883
15.3,0.9932087887478517,0.012628292204192156
15.35,0.9936764706854294,0.011802669707052833
15.4,0.99411613155211,0.011012810636007212
15.45,0.9945227174396009,0.010248921614592559
15.5,0.9949116854718214,0.009549801218091049
15.55,0.9952733665995265,0.008883027374918362
15.6,0.995622579574379,0.00821469828025581
15.65,0.9959374610770132,0.007618644273818166
15.7,0.9962342129187048,0.007052145256019207
15.75,0.9965080441858996,0.006503918937301404
15.8,0.9967587623351455,0.006019348623339668
15.85,0.9969975906203494,0.005550050230696177
15.9,0.9972134130490542,0.005127802814570681
15.95,0.9974211184965617,0.004711674302436385
16.0,0.9976080363092299,0.00435019525768145
16.05,0.9977847995943434,0.003993474266235092
16.1,0.9979425336827036,0.0036912195672695295
16.15,0.9980873700166412,0.0034038974367367487
16.2,0.9982226016675448,0.0031307153314579445
