MigrationRate,ProbabilityDeme2First,ErrorDeme2
1.0e-10,0.0,0.0
1.539926526059492e-9,0.01607717041800643,0.007131898140830354
2.371373705661655e-8,0.12679425837320574,0.01627496054403926
3.651741272548377e-7,0.5860023724792408,0.016964256329031466
5.623413251903491e-6,0.7849613492621222,0.010891305739325135
8.659643233600654e-5,0.7631964809384164,0.011510788399409394
0.001333521432163324,0.6382153249272551,0.014965091094276491
0.02053525026457146,0.00902061855670103,0.0033940607231937084
0.31622776601683794,0.0,0.0
