MigrationRate,ProbabilityDeme1First,ErrorDeme1
1.0e-10,0.9936908517350158,0.004447145936616019
1.539926526059492e-9,0.9839228295819936,0.007131898140830343
2.371373705661655e-8,0.8708133971291866,0.01640526118415565
3.651741272548377e-7,0.37841043890865955,0.016703966990123498
5.623413251903491e-6,0.17568517217146873,0.010088153000233191
8.659643233600654e-5,0.19868035190615835,0.01080371629041261
0.001333521432163324,0.2192046556741028,0.012884398892665348
0.02053525026457146,0.01804123711340206,0.00477803054324591
0.31622776601683794,0.001443001443001443,0.00144195994056117
