MigrationRate,ProbabilityBothSameTime,ErrorBoth
1.0e-10,0.0,0.0
1.539926526059492e-9,0.0,0.0
2.371373705661655e-8,0.0023923444976076554,0.0023894811279428986
3.651741272548377e-7,0.03558718861209965,0.006380644350188321
5.623413251903491e-6,0.03935347856640899,0.005154314575468769
8.659643233600654e-5,0.038856304985337244,0.00523260226862603
0.001333521432163324,0.1425800193986421,0.010889220747322707
0.02053525026457146,0.9716494845360825,0.005958053950526217
0.31622776601683794,0.9942279942279942,0.0028776618197557174
